206.6,1.023,2.774
210.1,1.108,2.831
213.8,1.209,2.873
217.5,1.31,2.866
221.4,1.36,2.846
225.4,1.38,2.842
229.6,1.383,2.854
233.9,1.371,2.897
238.4,1.364,2.973
243.1,1.37,3.073
248,1.394,3.197
253,1.435,3.342
258.3,1.498,3.509
263.8,1.586,3.709
269.5,1.72,3.96
275.5,1.953,4.297
281.8,2.516,4.669
288.3,3.338,4.507
295.2,3.745,4.009
302.4,3.869,3.614
310,3.905,3.336
317.9,3.92,3.137
326.3,3.936,2.986
335.1,3.958,2.863
344.4,3.985,2.759
354.2,4.02,2.667
364.7,4.07,2.579
375.7,4.128,2.469
387.5,4.157,2.34
399.9,4.141,2.215
413.3,4.082,2.145
427.5,4.037,2.14
442.8,4.035,2.181
459.2,4.082,2.24
476.9,4.18,2.309
495.9,4.34,2.384
516.6,4.61,2.455
539.1,5.062,2.318
563.6,5.283,2.049
590.4,5.748,1.634
619.9,5.588,0.933
652.5,5.294,0.638
688.8,5.067,0.5
729.3,4.897,0.401
774.9,4.763,0.345
826.6,4.653,0.298
