300,1.347459987,1.679419071
310,1.321473211,1.740141215
320,1.301896917,1.781554261
330,1.278815346,1.816251273
340,1.257856058,1.857525737
350,1.229714372,1.895968733
360,1.205793784,1.941169403
370,1.183134074,1.99326522
380,1.16577487,2.046321345
390,1.139929606,2.090129064
400,1.119339006,2.14224644
410,1.097661459,2.193481406
420,1.082884327,2.251163803
430,1.067185209,2.306769228
440,1.056310845,2.361946782
450,1.048210496,2.413637347
460,1.044058354,2.464134299
470,1.040826414,2.50896784
480,1.040383818,2.549587906
490,1.035622719,2.577676166
500,1.0292166,2.600958825
510,1.01596237,2.610628188
520,0.995463808,2.613856957
530,0.957525814,2.60358516
540,0.896412084,2.584135179
550,0.79745994,2.56420404
560,0.649913539,2.566649101
570,0.467667795,2.633707115
580,0.308052581,2.774526337
590,0.206477543,2.953105649
600,0.15342929,3.124794481
610,0.129738592,3.28082796
620,0.116677068,3.422223479
630,0.110069919,3.546563885
640,0.107194012,3.666809315
650,0.104232496,3.775693898
660,0.102539467,3.879628119
670,0.102449402,3.981770445
680,0.101216009,4.082308744
690,0.101603953,4.175083635
700,0.101236908,4.27062629
710,0.101557633,4.365353818
720,0.101132194,4.453675754
730,0.100848965,4.541494304
740,0.100919789,4.632837662
750,0.101173963,4.718605321
760,0.101837799,4.806908667
770,0.101672055,4.890330992
780,0.104166566,4.985764803
790,0.10154611,5.058785587
800,0.105089997,5.141307607
810,0.105640925,5.225721003
820,0.1047717,5.314412207
830,0.108065424,5.399044187
840,0.106329275,5.471682183
850,0.106803015,5.558363688
860,0.10806138,5.64355183
870,0.109423947,5.718126756
880,0.109226995,5.799390531
890,0.110739052,5.87326682
900,0.111474071,5.957887752
910,0.110565481,6.04212088
920,0.114354773,6.114742596
930,0.115741932,6.194384247
940,0.116243076,6.272201563
950,0.11651561,6.352367739
960,0.117227546,6.433641449
970,0.117612103,6.506983372
980,0.1200286,6.588429772
990,0.120693135,6.665250695
1000,0.123314675,6.744939326
1010,0.123500553,6.819402641
1020,0.12589253,6.894769679
1030,0.126656415,6.97753838
1040,0.125456304,7.048669327
1050,0.127879983,7.128558991
1060,0.123044899,7.21443969
1070,0.124058562,7.290911502
1080,0.12724857,7.368255709
1090,0.126108804,7.447140621
1100,0.127049082,7.525831613
1110,0.127924195,7.605285307
1120,0.12687364,7.67574732
1130,0.129233188,7.744914539
1140,0.126930498,7.827905937
1150,0.128135739,7.904898403
1160,0.131236652,7.984812024
1170,0.130534766,8.061453921
1180,0.132958217,8.142031558
1190,0.134086968,8.211088802
1200,0.132204904,8.276924437
1210,0.131954806,8.369911115
1220,0.134536782,8.444530783
1230,0.132059034,8.511723656
1240,0.135380438,8.594668572
1250,0.140947312,8.661747292
1260,0.145305612,8.740887468
1270,0.142654978,8.812170586
1280,0.145808605,8.885620977
1290,0.143636497,8.96290307
1300,0.14357746,9.049122305
1310,0.14815507,9.118823933
1320,0.146774504,9.199486005
1330,0.153662011,9.262861977
1340,0.14795299,9.342156608
1350,0.156618782,9.420006871
1360,0.153286699,9.497236272
1370,0.158020584,9.563627476
1380,0.159435601,9.624262035
1390,0.164929309,9.719012382
1400,0.160903598,9.787537482
1410,0.165878545,9.863240628
1420,0.170083525,9.953638953
1430,0.170430805,10.01843534
1440,0.177719488,10.07430316
1450,0.176808354,10.15732549
1460,0.174975159,10.25088368
1470,0.184898936,10.3234775
1480,0.189874398,10.3863397
1490,0.180372997,10.47246554
1500,0.182478591,10.53438648
1510,0.18486728,10.60679857
1520,0.190872505,10.67597454
1530,0.190985335,10.74925464
1540,0.1989454,10.8263373
1550,0.194332409,10.92097821
1560,0.198165888,10.97767142
1570,0.192594699,11.04885029
1580,0.207420155,11.16839394
1590,0.204793341,11.20544244
1600,0.209186703,11.29087061
1610,0.213365941,11.36334128
1620,0.217596043,11.4432228
1630,0.226803672,11.53045706
1640,0.225634749,11.58753257
1650,0.219982349,11.65025288
1660,0.238848652,11.72164872
1670,0.243445023,11.80081631
1680,0.226005004,11.89332074
1690,0.26002749,11.92047039
1700,0.255894846,12.02603352
