209.72	1.14581	1.27867
211.3	1.15636	1.28307
212.89	1.16692	1.28747
214.47	1.17609	1.29088
216.05	1.18338	1.29297
217.64	1.19067	1.29505
219.22	1.19797	1.29713
220.8	1.20526	1.29922
222.39	1.21162	1.30121
223.97	1.21741	1.30314
225.56	1.22321	1.30507
227.14	1.229	1.307
228.72	1.2348	1.30893
230.31	1.24017	1.31161
231.89	1.24503	1.31521
233.48	1.24989	1.31881
235.06	1.25475	1.32241
236.64	1.25961	1.32601
238.23	1.26448	1.32961
239.81	1.26986	1.33294
241.4	1.27531	1.33625
242.98	1.28075	1.33955
244.57	1.2862	1.34285
246.15	1.29165	1.34615
247.74	1.29709	1.34945
249.32	1.30381	1.35
250.91	1.31079	1.35
252.49	1.31776	1.35
254.08	1.32467	1.35
255.66	1.33155	1.35
257.25	1.33843	1.35
258.83	1.3458	1.35
260.42	1.35416	1.35
262	1.36252	1.35
263.59	1.37087	1.35
265.17	1.3797	1.34519
266.76	1.3886	1.33962
268.34	1.3975	1.33406
269.93	1.40664	1.32857
271.51	1.41642	1.32329
273.1	1.42619	1.318
274.68	1.43597	1.31272
276.27	1.44528	1.30389
277.86	1.45409	1.2913
279.44	1.4629	1.27872
281.03	1.47171	1.26613
282.61	1.47925	1.25124
284.2	1.4856	1.23417
285.78	1.49194	1.21709
287.37	1.49828	1.20001
288.96	1.50362	1.17953
290.54	1.50753	1.15425
292.13	1.51143	1.12896
293.71	1.51534	1.10368
295.3	1.51908	1.07753
296.89	1.52041	1.03876
298.47	1.52173	0.99999
300.06	1.5129	0.95352
301.65	1.50145	0.90505
303.23	1.48161	0.85591
304.82	1.45417	0.80618
306.4	1.42348	0.7567
307.99	1.37914	0.70829
309.58	1.3348	0.65989
311.16	1.26324	0.59966
312.75	1.19545	0.56203
314.34	1.12031	0.5329
315.92	1.02422	0.51223
317.51	0.95018	0.50562
319.1	0.84447	0.52046
320.68	0.76434	0.54446
322.27	0.69337	0.572
323.86	0.61057	0.61226
325.44	0.55564	0.64522
327.03	0.49967	0.68848
328.62	0.44247	0.74384
330.2	0.38527	0.79919
331.79	0.33792	0.87188
333.38	0.31122	0.93242
334.96	0.29535	0.98179
336.55	0.28296	1.02828
338.14	0.27088	1.07451
339.73	0.25889	1.12065
341.31	0.2518	1.16117
342.9	0.24471	1.20169
344.49	0.23774	1.24176
346.07	0.23305	1.27415
347.66	0.22835	1.30654
349.25	0.22366	1.33893
350.83	0.21896	1.37132
352.42	0.21426	1.40371
354.01	0.20957	1.4361
355.6	0.20594	1.4626
357.18	0.20247	1.48829
358.77	0.19899	1.51399
360.36	0.19551	1.53969
361.94	0.19204	1.56538
363.53	0.18856	1.59108
365.12	0.18653	1.61228
366.71	0.18855	1.62094
368.29	0.19057	1.6296
369.88	0.19259	1.63826
371.47	0.19461	1.64691
373.05	0.19663	1.65557
374.64	0.19865	1.66423
376.23	0.19964	1.67628
377.82	0.19857	1.69511
379.4	0.19749	1.71394
380.99	0.19641	1.73277
382.58	0.19534	1.75161
384.17	0.19426	1.77044
385.75	0.19318	1.78927
387.34	0.19211	1.8081
388.93	0.18983	1.82598
390.51	0.18742	1.84376
392.1	0.18501	1.86154
393.69	0.18259	1.87932
395.28	0.18018	1.89709
396.86	0.17777	1.91487
398.45	0.17535	1.93265
400.04	0.173	1.95046
401.63	0.173	1.96955
403.21	0.173	1.98865
404.8	0.173	2.00774
406.39	0.173	2.02683
407.97	0.173	2.04593
409.56	0.173	2.06502
411.15	0.173	2.08412
412.74	0.173	2.10321
414.32	0.17206	2.1208
415.91	0.17061	2.13757
417.5	0.16916	2.15434
419.08	0.1677	2.1711
420.67	0.16625	2.18787
422.26	0.1648	2.20463
423.85	0.16335	2.2214
425.43	0.16189	2.23816
427.02	0.16044	2.25493
428.61	0.15978	2.27013
430.19	0.15947	2.28465
431.78	0.15916	2.29917
433.37	0.15885	2.31369
434.95	0.15854	2.32821
436.54	0.15823	2.34274
438.13	0.15792	2.35726
439.72	0.1576	2.37178
441.3	0.15729	2.3863
442.89	0.15693	2.40087
444.48	0.15567	2.41635
446.06	0.15441	2.43184
447.65	0.15316	2.44732
449.24	0.1519	2.4628
450.82	0.15064	2.47828
452.41	0.14938	2.49376
454	0.14812	2.50924
455.58	0.14687	2.52472
457.17	0.14561	2.5402
458.76	0.14435	2.55568
460.34	0.14322	2.57034
461.93	0.14215	2.58468
463.52	0.14107	2.59902
465.1	0.14	2.61336
466.69	0.13892	2.6277
468.28	0.13785	2.64205
469.86	0.13677	2.65639
471.45	0.1357	2.67073
473.04	0.13462	2.68507
474.62	0.13354	2.69941
476.21	0.13247	2.71375
477.79	0.13191	2.72753
479.38	0.13174	2.74089
480.97	0.13157	2.75425
482.55	0.1314	2.7676
484.14	0.13124	2.78096
485.73	0.13107	2.79432
487.31	0.1309	2.80767
488.9	0.13074	2.82103
490.48	0.13057	2.83438
492.07	0.1304	2.84774
493.65	0.13024	2.86109
495.24	0.13007	2.87445
496.83	0.13	2.8885
498.41	0.13	2.90306
500	0.13	2.91761
501.58	0.13	2.93217
503.17	0.13	2.94672
504.75	0.13	2.96127
506.34	0.13	2.97583
507.93	0.13	2.99038
509.51	0.13	3.00493
511.1	0.13	3.01948
512.68	0.13	3.03404
514.27	0.13	3.04859
515.85	0.13	3.06314
517.44	0.12996	3.0767
519.02	0.12989	3.08938
